model,marca,model name,engine,drive,transmission,year,version url,Motor - Combustible,Motor - Cilindrada,Motor - Potencia,Motor - Torque,Motor - Alimentación,Motor - Cilindros,Motor - Válvulas,Motor - Catalítico,Motor - Sistema start / stop,Performance - Aceleración 0-100 km/h,Performance - Rendimiento en ciudad,Performance - Rendimiento en ruta,Performance - Rendimiento mixto,Performance - Velocidad máxima,Transmisión y chasis - Motor - tracción,Transmisión y chasis - Transmisión,Transmisión y chasis - Neumáticos,Transmisión y chasis - Frenos (del. - tras.),Transmisión y chasis - Suspensión delantera,Transmisión y chasis - Suspensión trasera,Medidas y capacidades - Largo,Medidas y capacidades - Ancho sin espejos,Medidas y capacidades - Ancho con espejos,Medidas y capacidades - Alto,Medidas y capacidades - Distancia entre ejes,Medidas y capacidades - Baúl,Medidas y capacidades - Tanque de combustible,Medidas y capacidades - Peso,Medidas y capacidades - Capacidad de carga,Medidas y capacidades - Altura de piso,Medidas y capacidades - Capacidad de vadeo,Medidas y capacidades - Ángulo de ataque,Medidas y capacidades - Ángulo de partida,Medidas y capacidades - Ángulo ventral,Medidas y capacidades - Remolque con frenos,Medidas y capacidades - Remolque sin frenos,Medidas y capacidades - Capacidad de pendiente,Medidas y capacidades - Escalonamiento vertical,Medidas y capacidades - Inclinación lateral,Confort - Aire acondicionado,Confort - Alarma de luces encendidas,Confort - Asientos delanteros,Confort - Asientos traseros,Confort - Tapizados,Confort - Cierre de puertas,Confort - Vidrios (del. - tras.),Confort - Espejos exteriores,Confort - Espejo interior,Confort - Faros delanteros,Confort - Faros antiniebla,Confort - Computadora de a bordo,Confort - Dirección asistida,Confort - Llantas,Confort - Techo solar,Confort - Volante,Confort - Apertura de baúl y tapa de combustible,Confort - Sensores de estacionamiento,Seguridad - ABS,Seguridad - Distribución electrónica de frenado,Seguridad - Airbags,Seguridad - Alarma e inmovilizador de motor,Seguridad - Anclaje para asientos infantiles,Seguridad - Cinturones de seguridad,Seguridad - Tercera luz de stop,Seguridad - Control de tracción,Comunicación y entretenimiento - Equipo de música,Comunicación y entretenimiento - Parlantes,Comunicación y entretenimiento - Conexión auxiliar (iPod y Mp3),Comunicación y entretenimiento - Interfaz bluetooth,Comunicación y entretenimiento - Pantalla,Seguridad - Otros,Seguridad - Autobloqueo de puertas con velocidad,Confort - Control de velocidad crucero,Confort - Encendido del motor,Seguridad - Control de estabilidad,Comunicación y entretenimiento - Apple Carplay / Android Auto,Comunicación y entretenimiento - Conexión USB,Confort - Limpialuneta,Confort - Cámara de visión,Seguridad - Asistencia en frenada de emergencia,Comunicación y entretenimiento - Reproducción de audio vía bluetooth,Comunicación y entretenimiento - Sistema de control por voz para dispositivos,Comunicación y entretenimiento - MirrorLink,Comunicación y entretenimiento - Recarga inalámbrica del celular,Seguridad - Sensor de lluvia,Confort - Limitador de velocidad,Comunicación y entretenimiento - Wi-Fi,Confort - Puertas,Seguridad - Encendido automático de balizas,Seguridad - Luz de freno variable,Confort - Sistema de estacionamiento asistido,Confort - Palanca de cambios,Seguridad - Cabeceras delanteras activas,Comunicación y entretenimiento - Sistema de video,Comunicación y entretenimiento - Sistema de navegación,Transmisión y chasis - Neumáticos delanteros,Transmisión y chasis - Neumáticos traseros,Batería - Cantidad de celdas,Batería - Cantidad de módulos,Batería - Potencia,Batería - Tipo,Batería - Voltaje,Batería - Ubicación,Motor eléctrico - Potencia,Motor eléctrico - Torque,Motor eléctrico - Voltaje,Comunicación y entretenimiento - Preinstalación teléfono,Motor - Potencia total sistema híbrido,Comunicación y entretenimiento - Disco rígido
peugeot traveller active l3 8p bluehdi 180 2.0 EAT8,peugeot,traveller active l3 8p bluehdi 180,2.0,,EAT8,,https://www.autocosmos.cl/catalogo/2025/peugeot/traveller/active-l3-8p-bluehdi-180-aut/179732,diesel,1997 cc,180/3750 cv/rpm,400/2000 N·m/rpm,inyección directa common rail turbo,4 en línea,16,N/D,sí,"8,8 s","15,5 km/l","18,6 km/l","17,3 km/l",170 km/h,delantero - delantera,automática 8 velocidades,215/60/R17,discos ventilados - discos sólidos,tipo Mcpherson independientes con barra de torsión,"brazos de control inferiores, brazo de control superior triangular, resortes helicoidales, barra estabilizadora y amortiguadores a gas",5309 mm,1920 mm,N/D,1935 mm,3275 mm,980/1300 dm3,69 l,1745 kg,1261 kg,N/D,,,,,2000 kg,800 kg,,,,climatizador bizona,sí,"con ajuste en profundidad solo conductor, con ajuste manual",2da. fila ajustables individualmente y 3ra. fila completos,tela,centralizado con comando a distancia,eléctricos - fijos,"con función de plegado eléctrico, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,aleación,manual,"con ajuste en altura y profundidad, multifunción revestido en cuero",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',"indicador de presión de neumáticos, sistema de alerta por cansancio",N/D,sí,,sí,sí,sí,,,sí,sí,sí,,,sí,sí,,"trasera derecha corrediza, traseras doble, batientes y vidriadas",sí,,,levas de cambios al volante - paddle shifters,,,,,,,,,,,,,,,,,
peugeot traveller business l3 8p bluehdi 180 EAT8 2024.0,peugeot,traveller business l3 8p bluehdi 180,,,EAT8,2024.0,https://www.autocosmos.cl/catalogo/2025/peugeot/traveller/bussines-l3-9p-bluehdi-145/179731,diesel,1997 cc,145/4000 cv/rpm,370/2000 N·m/rpm,inyección directa common rail turbo,4 en línea,16,N/D,sí,"11,0 s","16,6 km/l","18,8 km/l","17,9 km/l",170 km/h,delantero - delantera,manual 6 velocidades,215/60/R17,discos ventilados - discos sólidos,tipo Mcpherson independientes con barra de torsión,"brazos de control inferiores, brazo de control superior triangular, resortes helicoidales, barra estabilizadora y amortiguadores a gas",5309 mm,1920 mm,N/D,1935 mm,3275 mm,980/1300 dm3,69 l,1745 kg,1261 kg,N/D,,,,,2000 kg,800 kg,,,,manual,sí,"con ajuste en profundidad solo conductor, con ajuste manual",2da. fila ajustables individualmente y 3ra. fila completos,tela,centralizado con comando a distancia,eléctricos - fijos,"con función de plegado eléctrico, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,acero con tapas,manual,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',indicador de presión de neumáticos,N/D,sí,,sí,sí,sí,,,sí,sí,sí,,,sí,sí,,"trasera derecha corrediza, traseras doble, batientes y vidriadas",sí,,,,,,,,,,,,,,,,,,,,
peugeot traveller business l3 9p bluehdi 145 2024.0,peugeot,traveller business l3 9p bluehdi 145,,,,2024.0,https://www.autocosmos.cl/catalogo/2025/peugeot/traveller/bussines-l3-9p-bluehdi-145/179731,diesel,1997 cc,145/4000 cv/rpm,370/2000 N·m/rpm,inyección directa common rail turbo,4 en línea,16,N/D,sí,"11,0 s","16,6 km/l","18,8 km/l","17,9 km/l",170 km/h,delantero - delantera,manual 6 velocidades,215/60/R17,discos ventilados - discos sólidos,tipo Mcpherson independientes con barra de torsión,"brazos de control inferiores, brazo de control superior triangular, resortes helicoidales, barra estabilizadora y amortiguadores a gas",5309 mm,1920 mm,N/D,1935 mm,3275 mm,980/1300 dm3,69 l,1745 kg,1261 kg,N/D,,,,,2000 kg,800 kg,,,,manual,sí,"con ajuste en profundidad solo conductor, con ajuste manual",2da. fila ajustables individualmente y 3ra. fila completos,tela,centralizado con comando a distancia,eléctricos - fijos,"con función de plegado eléctrico, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,acero con tapas,manual,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',indicador de presión de neumáticos,N/D,sí,,sí,sí,sí,,,sí,sí,sí,,,sí,sí,,"trasera derecha corrediza, traseras doble, batientes y vidriadas",sí,,,,,,,,,,,,,,,,,,,,
peugeot traveller business l3 9p bluehdi 150,peugeot,traveller business l3 9p bluehdi 150,,,,,https://www.autocosmos.cl/catalogo/2025/peugeot/traveller/bussines-l3-9p-bluehdi-145/179731,diesel,1997 cc,145/4000 cv/rpm,370/2000 N·m/rpm,inyección directa common rail turbo,4 en línea,16,N/D,sí,"11,0 s","16,6 km/l","18,8 km/l","17,9 km/l",170 km/h,delantero - delantera,manual 6 velocidades,215/60/R17,discos ventilados - discos sólidos,tipo Mcpherson independientes con barra de torsión,"brazos de control inferiores, brazo de control superior triangular, resortes helicoidales, barra estabilizadora y amortiguadores a gas",5309 mm,1920 mm,N/D,1935 mm,3275 mm,980/1300 dm3,69 l,1745 kg,1261 kg,N/D,,,,,2000 kg,800 kg,,,,manual,sí,"con ajuste en profundidad solo conductor, con ajuste manual",2da. fila ajustables individualmente y 3ra. fila completos,tela,centralizado con comando a distancia,eléctricos - fijos,"con función de plegado eléctrico, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,acero con tapas,manual,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',indicador de presión de neumáticos,N/D,sí,,sí,sí,sí,,,sí,sí,sí,,,sí,sí,,"trasera derecha corrediza, traseras doble, batientes y vidriadas",sí,,,,,,,,,,,,,,,,,,,,
toyota hiace pasajeros 2.8l l1h1 11pas,toyota,hiace pasajeros 2.8l l1h1 11pas,,,,,https://www.autocosmos.cl/catalogo/2025/toyota/hiace-pasajeros/28l-l1h1-11pas/180003,diesel,2755 cc,174/3400 cv/rpm,420/1400-2600 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,"9,3 km/l","13,6 km/l","11,7 km/l",N/D,delantero - delantera,manual 6 velocidades,215/70/R16,discos ventilados - tambor,McPherson,eje rígido,5265 mm,1950 mm,N/D,1990 mm,3210 mm,N/D,65 l,2445 kg,1025 kg,N/D,,,,,,,,,,climatizador bizona,sí,"con ajuste en altura solo conductor, con ajuste manual",no abatibles,símil cuero y tela,centralizado con comando a distancia,eléctricos - corredizos y 3ra. fila fijos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con regulación interna, fijos",delanteros,sí,hidráulica,acero,no tiene,"con ajuste en altura y profundidad, multifunción",,delanteros y traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,"delanteros 3 puntas, traseros inerciales",sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",6,sí,sí,táctil de 7'',asistente para arranque en pendientes,sí,,,sí,,sí,,trasera,,,,sí,,,,,trasera derecha corrediza,,,,,,,,,,,,,,,,,,,,,
toyota hiace pasajeros 2.8l l2h2 9pas,toyota,hiace pasajeros 2.8l l2h2 9pas,,,,,https://www.autocosmos.cl/catalogo/2025/toyota/hiace-pasajeros/28l-l2h2-9pas/180004,diesel,2755 cc,174/3400 cv/rpm,420/1400-2600 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,"9,3 km/l","13,6 km/l","11,7 km/l",N/D,delantero - delantera,manual 6 velocidades,235/65/R16,discos ventilados - tambor,McPherson,eje rígido,5915 mm,1950 mm,N/D,2280 mm,3860 mm,N/D,65 l,2580 kg,905 kg,N/D,,,,,,,,,,climatizador bizona,sí,"con ajuste en altura solo conductor, con ajuste manual",no abatibles,símil cuero y tela,centralizado con comando a distancia,eléctricos - corredizos y 3ra. fila fijos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con regulación interna, fijos",delanteros,sí,hidráulica,acero,no tiene,"con ajuste en altura y profundidad, multifunción",,delanteros y traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,"delanteros 3 puntas, traseros inerciales",sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",6,sí,sí,táctil de 7'',"asistente para arranque en pendientes, sistema de alerta del punto ciego",sí,sí,,sí,,sí,,trasera,,,,sí,,,,,trasera derecha corrediza,,,,,,,,,,,,,,,,,,,,,
toyota hiace turismo l1h1 gl,toyota,hiace turismo l1h1 gl,,,,,https://www.autocosmos.cl/catalogo/2025/toyota/hiace-furgon/28l-l1h1/180002,diesel,2755 cc,174/3400 cv/rpm,420/1400-2600 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,"9,2 km/l","13,8 km/l",N/D,N/D,delantero - trasera,manual 6 velocidades,215/70/R16,discos ventilados - tambor,McPherson,eje rígido,5265 mm,1950 mm,N/D,1990 mm,3210 mm,700 dm3,65 l,2420 kg,1025 kg,N/D,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",no tiene,símil cuero y tela,centralizado con comando a distancia,eléctricos - no tiene,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante automático,con regulación interna,delanteros,sí,hidráulica,acero,no tiene,"con ajuste en altura y profundidad, multifunción",,delanteros y traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,delanteros inerciales,sí,,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,táctil de 7'',asistente para arranque en pendientes,,,,sí,,sí,sí,trasera,sí,,,,,,,,trasera derecha e izquierda corrediza,,,,,,,,,,,,,,,,,,,,,
toyota hiace turismo l1h1 MT 2024.0,toyota,hiace turismo l1h1,,,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/toyota/hiace-furgon/28l-l1h1/180002,diesel,2755 cc,174/3400 cv/rpm,420/1400-2600 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,"9,2 km/l","13,8 km/l",N/D,N/D,delantero - trasera,manual 6 velocidades,215/70/R16,discos ventilados - tambor,McPherson,eje rígido,5265 mm,1950 mm,N/D,1990 mm,3210 mm,700 dm3,65 l,2420 kg,1025 kg,N/D,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",no tiene,símil cuero y tela,centralizado con comando a distancia,eléctricos - no tiene,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante automático,con regulación interna,delanteros,sí,hidráulica,acero,no tiene,"con ajuste en altura y profundidad, multifunción",,delanteros y traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,delanteros inerciales,sí,,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,táctil de 7'',asistente para arranque en pendientes,,,,sí,,sí,sí,trasera,sí,,,,,,,,trasera derecha e izquierda corrediza,,,,,,,,,,,,,,,,,,,,,
toyota hiace turismo l2h2 gl,toyota,hiace turismo l2h2 gl,,,,,https://www.autocosmos.cl/catalogo/2025/toyota/hiace-furgon/28l-l1h1/180002,diesel,2755 cc,174/3400 cv/rpm,420/1400-2600 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,"9,2 km/l","13,8 km/l",N/D,N/D,delantero - trasera,manual 6 velocidades,215/70/R16,discos ventilados - tambor,McPherson,eje rígido,5265 mm,1950 mm,N/D,1990 mm,3210 mm,700 dm3,65 l,2420 kg,1025 kg,N/D,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",no tiene,símil cuero y tela,centralizado con comando a distancia,eléctricos - no tiene,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante automático,con regulación interna,delanteros,sí,hidráulica,acero,no tiene,"con ajuste en altura y profundidad, multifunción",,delanteros y traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,delanteros inerciales,sí,,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,táctil de 7'',asistente para arranque en pendientes,,,,sí,,sí,sí,trasera,sí,,,,,,,,trasera derecha e izquierda corrediza,,,,,,,,,,,,,,,,,,,,,
toyota turismo l1h1 gl,toyota,turismo l1h1 gl,,,,,https://www.autocosmos.cl/catalogo/2025/toyota/yaris-gr/16l-circuit-pack/180023,bencina,1618 cc,261/6500 cv/rpm,360/3000-6000 N·m/rpm,inyección directa turbo,3 en línea,12,sí,no,"5,5 s",N/D,N/D,N/D,N/D,delantero - integral,manual 6 velocidades,225/40/R18,discos ventilados - discos ventilados,McPherson,doble Horquilla,3995 mm,1805 mm,N/D,1455 mm,2560 mm,174 dm3,N/D,1280 kg,N/D,N/D,,,,,,,,,,climatizador bizona,sí,"calefaccionables, con ajuste en altura solo conductor, con ajuste manual, deportivos",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos y térmicos,antideslumbrante automático,con luces led,delanteros y traseros,sí,eléctrica,aleación,no tiene,"calefactable, con ajuste en altura y profundidad, multifunción revestido en cuero",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',"advertencia de colisión con autofrenado, asistente para arranque en pendientes, sistema de bloqueo electrónico diferencial",sí,adaptativa,"con botón, con sistema remoto",sí,,sí,,trasera,sí,,,sí,,sí,,,,,,,,,,,,,,,,,,,,,,,,
toyota turismo l2h2 gl,toyota,turismo l2h2 gl,,,,,https://www.autocosmos.cl/catalogo/2025/toyota/yaris-gr/16l-circuit-pack/180023,bencina,1618 cc,261/6500 cv/rpm,360/3000-6000 N·m/rpm,inyección directa turbo,3 en línea,12,sí,no,"5,5 s",N/D,N/D,N/D,N/D,delantero - integral,manual 6 velocidades,225/40/R18,discos ventilados - discos ventilados,McPherson,doble Horquilla,3995 mm,1805 mm,N/D,1455 mm,2560 mm,174 dm3,N/D,1280 kg,N/D,N/D,,,,,,,,,,climatizador bizona,sí,"calefaccionables, con ajuste en altura solo conductor, con ajuste manual, deportivos",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos y térmicos,antideslumbrante automático,con luces led,delanteros y traseros,sí,eléctrica,aleación,no tiene,"calefactable, con ajuste en altura y profundidad, multifunción revestido en cuero",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',"advertencia de colisión con autofrenado, asistente para arranque en pendientes, sistema de bloqueo electrónico diferencial",sí,adaptativa,"con botón, con sistema remoto",sí,,sí,,trasera,sí,,,sí,,sí,,,,,,,,,,,,,,,,,,,,,,,,
changan m 201 cargo 2024.0,changan,m 201 cargo,,,,2024.0,https://www.autocosmos.cl/catalogo/2025/changan/md201-cargo-box/12l/178843,bencina,1243 cc,97/6000 cv/rpm,119/4800 N·m/rpm,inyección electrónica multipunto,4 en línea,16,sí,no,N/D,"11,1 km/l","15,9 km/l","13,7 km/l",N/D,delantero - trasera,manual 5 velocidades,165/70/R14,discos ventilados - tambor,independiente tipo McPherson,eje rígido con ballesta y amortiguadores,4615 mm,1620 mm,N/D,2265 mm,2900 mm,N/A dm3,40 l,1750 kg,900 kg,155 mm,,30°,N/D,N/D,,,,,,no tiene,N/D,con ajuste eléctrico,no tiene,tela,N/D,manuales - no tiene,manuales,antideslumbrante manual,con regulación interna,"delanteros, traseros",,no tiene,acero,no tiene,sin regulación,,,,,no tiene,N/D,,delanteros inerciales,,,AM - FM,2,,,,,N/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changan m 201 cargo ac 2024.0,changan,m 201 cargo ac,,,,2024.0,https://www.autocosmos.cl/catalogo/2025/changan/md201-cargo-box/12l-ac/178844,bencina,1243 cc,97/6000 cv/rpm,119/4800 N·m/rpm,inyección electrónica multipunto,4 en línea,16,sí,no,N/D,"11,1 km/l","15,9 km/l","13,7 km/l",N/D,delantero - trasera,manual 5 velocidades,165/70/R14,discos ventilados - tambor,independiente tipo McPherson,eje rígido con ballesta y amortiguadores,4615 mm,1620 mm,N/D,2265 mm,2900 mm,N/A dm3,40 l,1750 kg,900 kg,155 mm,,30°,N/D,N/D,,,,,,"manual, no tiene",N/D,con ajuste eléctrico,no tiene,tela,N/D,manuales - no tiene,manuales,antideslumbrante manual,con regulación interna,"delanteros, traseros",,no tiene,acero,no tiene,sin regulación,,,,,no tiene,N/D,,delanteros inerciales,,,AM - FM,2,,,,,N/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changan m201 1.2l furgon,changan,m201 1.2l furgon,,,,,https://www.autocosmos.cl/catalogo/2025/changan/m201-furgon/12l/178845,bencina,1243 cc,97/6000 cv/rpm,119/4800 N·m/rpm,inyección electrónica multipunto,4 en línea,16,sí,no,N/D,"11,6 km/l","16,6 km/l","14,4 km/l",N/D,delantero - trasera,manual 5 velocidades,N/D,discos ventilados - tambor,independiente tipo McPherson,eje rígido con ballesta y amortiguadores,3980 mm,1620 mm,N/D,1890 mm,2560 mm,4300 dm3,40 l,1730 kg,780 kg,155 mm,,30°,,,,,,,,no tiene,N/D,con ajuste en altura,no tiene,tela,N/D,eléctricos - no tiene,manuales,antideslumbrante manual,fijos,delanteros y traseros,,eléctrica,aleación,no tiene,sin regulación,,,,,no tiene,N/D,,delanteros inerciales,sí,,AM - FM,2,sí,,,,N/D,,,,,,,,,,,,,,,,trasera derecha e izquierda corrediza,,,,,,,,,,,,,,,,,,,,,
changan m201 1.2l furgon ac,changan,m201 1.2l furgon ac,,,,,https://www.autocosmos.cl/catalogo/2025/changan/m201-furgon/12l/178845,bencina,1243 cc,97/6000 cv/rpm,119/4800 N·m/rpm,inyección electrónica multipunto,4 en línea,16,sí,no,N/D,"11,6 km/l","16,6 km/l","14,4 km/l",N/D,delantero - trasera,manual 5 velocidades,N/D,discos ventilados - tambor,independiente tipo McPherson,eje rígido con ballesta y amortiguadores,3980 mm,1620 mm,N/D,1890 mm,2560 mm,4300 dm3,40 l,1730 kg,780 kg,155 mm,,30°,,,,,,,,no tiene,N/D,con ajuste en altura,no tiene,tela,N/D,eléctricos - no tiene,manuales,antideslumbrante manual,fijos,delanteros y traseros,,eléctrica,aleación,no tiene,sin regulación,,,,,no tiene,N/D,,delanteros inerciales,sí,,AM - FM,2,sí,,,,N/D,,,,,,,,,,,,,,,,trasera derecha e izquierda corrediza,,,,,,,,,,,,,,,,,,,,,
changan md201 1.2l cargo box,changan,md201 1.2l cargo box,,,,,https://www.autocosmos.cl/catalogo/2025/changan/md201-cargo-box/12l/178843,bencina,1243 cc,97/6000 cv/rpm,119/4800 N·m/rpm,inyección electrónica multipunto,4 en línea,16,sí,no,N/D,"11,1 km/l","15,9 km/l","13,7 km/l",N/D,delantero - trasera,manual 5 velocidades,165/70/R14,discos ventilados - tambor,independiente tipo McPherson,eje rígido con ballesta y amortiguadores,4615 mm,1620 mm,N/D,2265 mm,2900 mm,N/A dm3,40 l,1750 kg,900 kg,155 mm,,30°,N/D,N/D,,,,,,no tiene,N/D,con ajuste eléctrico,no tiene,tela,N/D,manuales - no tiene,manuales,antideslumbrante manual,con regulación interna,"delanteros, traseros",,no tiene,acero,no tiene,sin regulación,,,,,no tiene,N/D,,delanteros inerciales,,,AM - FM,2,,,,,N/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changan md201 1.2l cargo box ac,changan,md201 1.2l cargo box ac,,,,,https://www.autocosmos.cl/catalogo/2025/changan/md201-cargo-box/12l-ac/178844,bencina,1243 cc,97/6000 cv/rpm,119/4800 N·m/rpm,inyección electrónica multipunto,4 en línea,16,sí,no,N/D,"11,1 km/l","15,9 km/l","13,7 km/l",N/D,delantero - trasera,manual 5 velocidades,165/70/R14,discos ventilados - tambor,independiente tipo McPherson,eje rígido con ballesta y amortiguadores,4615 mm,1620 mm,N/D,2265 mm,2900 mm,N/A dm3,40 l,1750 kg,900 kg,155 mm,,30°,N/D,N/D,,,,,,"manual, no tiene",N/D,con ajuste eléctrico,no tiene,tela,N/D,manuales - no tiene,manuales,antideslumbrante manual,con regulación interna,"delanteros, traseros",,no tiene,acero,no tiene,sin regulación,,,,,no tiene,N/D,,delanteros inerciales,,,AM - FM,2,,,,,N/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet n 400 max l ac p 1.5 MT 2024.0,chevrolet,n 400 max l ac p,1.5,,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/n400-max/15l-ac-s/178908,bencina,1500 cc,103/5800 cv/rpm,147/3600 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,"13,9 km/l",N/D,delantero - delantera,manual 5 velocidades,R14,discos ventilados - tambor,independiente tipo McPherson,ballesta semielíptica,4425 mm,1670 mm,N/D,1860 mm,2850 mm,3100 dm3,45 l,1200 kg,720 kg,N/D,,,,,,,,,,no tiene,sí,con ajuste manual,no tiene,tela,centralizado con comando a distancia,manuales - no tiene,manuales,antideslumbrante automático,fijos,no tiene,sí,eléctrica,acero,no tiene,sin regulación,,,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,delanteros inerciales,sí,,AM - FM con lector MP3,2,sí,,,,,,,,,sí,,,,,,,,,,,trasera derecha e izquierda corrediza,,,,,,,,,,,,,,,,,,,,,
