MODEL,MARCA,Model Name,Engine,Drive,Transmission,Year,Version URL,Motor - Combustible,Motor - Cilindrada,Motor - Potencia,Motor - Torque,Motor - Alimentación,Motor - Cilindros,Motor - Válvulas,Motor - Catalítico,Motor - Sistema start / stop,Performance - Aceleración 0-100 km/h,Performance - Rendimiento en ciudad,Performance - Rendimiento en ruta,Performance - Rendimiento mixto,Performance - Velocidad máxima,Transmisión y chasis - Motor - tracción,Transmisión y chasis - Transmisión,Transmisión y chasis - Neumáticos,Transmisión y chasis - Frenos (del. - tras.),Transmisión y chasis - Suspensión delantera,Transmisión y chasis - Suspensión trasera,Medidas y capacidades - Largo,Medidas y capacidades - Ancho sin espejos,Medidas y capacidades - Ancho con espejos,Medidas y capacidades - Alto,Medidas y capacidades - Distancia entre ejes,Medidas y capacidades - Baúl,Medidas y capacidades - Tanque de combustible,Medidas y capacidades - Peso,Medidas y capacidades - Capacidad de carga,Medidas y capacidades - Altura de piso,Medidas y capacidades - Capacidad de vadeo,Medidas y capacidades - Ángulo de ataque,Medidas y capacidades - Ángulo de partida,Medidas y capacidades - Ángulo ventral,Medidas y capacidades - Remolque con frenos,Medidas y capacidades - Remolque sin frenos,Medidas y capacidades - Capacidad de pendiente,Medidas y capacidades - Escalonamiento vertical,Medidas y capacidades - Inclinación lateral,Confort - Aire acondicionado,Confort - Alarma de luces encendidas,Confort - Asientos delanteros,Confort - Asientos traseros,Confort - Tapizados,Confort - Cierre de puertas,Confort - Vidrios (del. - tras.),Confort - Espejos exteriores,Confort - Espejo interior,Confort - Faros delanteros,Confort - Faros antiniebla,Confort - Computadora de a bordo,Confort - Dirección asistida,Confort - Llantas,Confort - Techo solar,Confort - Volante,Confort - Apertura de baúl y tapa de combustible,Confort - Sensores de estacionamiento,Seguridad - ABS,Seguridad - Distribución electrónica de frenado,Seguridad - Airbags,Seguridad - Alarma e inmovilizador de motor,Seguridad - Anclaje para asientos infantiles,Seguridad - Cinturones de seguridad,Seguridad - Tercera luz de stop,Comunicación y entretenimiento - Equipo de música,Comunicación y entretenimiento - Parlantes,Comunicación y entretenimiento - Conexión auxiliar (iPod y Mp3),Comunicación y entretenimiento - Interfaz bluetooth,Comunicación y entretenimiento - Pantalla,Seguridad - Otros,Seguridad - Autobloqueo de puertas con velocidad,Seguridad - Control de estabilidad,Seguridad - Control de tracción,Confort - Control de velocidad crucero,Confort - Encendido del motor,Comunicación y entretenimiento - Apple Carplay / Android Auto,Confort - Cámara de visión,Seguridad - Asistencia en frenada de emergencia,Seguridad - Sensor de lluvia,Comunicación y entretenimiento - Conexión USB,Comunicación y entretenimiento - Reproducción de audio vía bluetooth,Comunicación y entretenimiento - Sistema de navegación,Comunicación y entretenimiento - Wi-Fi,Comunicación y entretenimiento - MirrorLink,Comunicación y entretenimiento - Recarga inalámbrica del celular,Confort - Limitador de velocidad,Confort - Limpialuneta,Comunicación y entretenimiento - Sistema de control por voz para dispositivos,Seguridad - Encendido automático de balizas,Seguridad - Luz de freno variable,Confort - Sistema de estacionamiento asistido,Batería - Cantidad de celdas,Batería - Cantidad de módulos,Batería - Potencia,Batería - Tipo,Batería - Voltaje,Batería - Ubicación,Motor eléctrico - Potencia,Motor eléctrico - Torque,Motor eléctrico - Voltaje,Confort - Palanca de cambios,Transmisión y chasis - Neumáticos delanteros,Transmisión y chasis - Neumáticos traseros,Motor - Potencia total sistema híbrido,Seguridad - Cabeceras delanteras activas,Comunicación y entretenimiento - Preinstalación teléfono,Comunicación y entretenimiento - Disco rígido,Confort - Puertas
MG RX5 COM 1.5T DCT 2024,MG,RX5 COM,1.5T,,DCT,2024,https://www.autocosmos.cl/catalogo/2024/mg/5/15l-com/177711,bencina,1498 cc,113 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,"10,9 km/l","18,4 km/l","14,7 km/l",185 km/h,delantero - delantera,manual 5 velocidades,205/55/R16,discos ventilados - discos sólidos,McPherson,Multi-link,4601 mm,1818 mm,N/D,1489 mm,2680 mm,512 dm3,45 l,1185 kg,N/D,N/D,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con apagado automático, con luces led",,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",4,sí,sí,"táctil de 8""","control de frenado en curva, indicador de presión de neumáticos",sí,sí,sí,,,sí,trasera,sí,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG RX5 DLX 1.5T DCT 2024,MG,RX5 DLX,1.5T,,DCT,2024,https://www.autocosmos.cl/catalogo/2024/mg/5/15l-dlx/177713,bencina,1498 cc,113 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,"10,9 km/l","18,4 km/l","14,7 km/l",185 km/h,delantero - delantera,manual 5 velocidades,205/55/R16,discos ventilados - discos sólidos,McPherson,Multi-link,4601 mm,1818 mm,N/D,1489 mm,2680 mm,512 dm3,45 l,1185 kg,N/D,N/D,,,,,,,,,,manual,sí,"calefaccionables, con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con apagado automático, con luces led",,sí,eléctrica,aleación,eléctrico,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",4,sí,sí,"táctil de 10""","control de frenado en curva, indicador de presión de neumáticos",sí,sí,sí,sí,con botón,sí,periférica (360°),sí,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG ZS COM 1.5L 2024,MG,ZS COM,1.5L,,,2024,https://www.autocosmos.cl/catalogo/2024/mg/zs/15l-comfort/177721,bencina,1498 cc,114/6000 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,no,sí,N/D,"11,0 km/l","17,4 km/l","14,3 km/l",175 km/h,delantero - delantera,manual 5 velocidades,215/50/R17,discos ventilados - discos sólidos,McPherson,barra de torsión,4314 mm,1809 mm,N/D,1624 mm,2585 mm,N/D,48 l,1230 kg,N/D,N/D,,,,,,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,con luces led,delanteros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,conductor y acompañante,inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 8""",control de frenado en curva,,sí,,sí,,,trasera,,,sí,,,,,,,sí,,,,,,,,,,,,,,,,,,,,,
MG ZS STD 1.5L 2024,MG,ZS STD,1.5L,,,2024,https://www.autocosmos.cl/catalogo/2024/mg/zs/15l-std/177723,bencina,1498 cc,114/6000 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,no,sí,N/D,"11,0 km/l","17,4 km/l","14,3 km/l",175 km/h,delantero - delantera,manual 5 velocidades,205/60/R16,discos ventilados - discos sólidos,McPherson,barra de torsión,4314 mm,1809 mm,N/D,1624 mm,2585 mm,N/D,48 l,1230 kg,N/D,N/D,,,,,,,,,,manual,sí,con ajuste manual,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,delanteros,sí,eléctrica,aleación,no tiene,con ajuste en altura,,,sí,sí,conductor y acompañante,inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,AM - FM con lector MP3,4,sí,sí,,control de frenado en curva,,sí,,,,,,,,sí,,,,,,,sí,,,,,,,,,,,,,,,,,,,,,
MG ZS EV DLX AT 2024,MG,ZS EV DLX,,,AT,2024,https://www.autocosmos.cl/catalogo/2024/mg/zs/15l-std/177723,bencina,1498 cc,114/6000 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,no,sí,N/D,"11,0 km/l","17,4 km/l","14,3 km/l",175 km/h,delantero - delantera,manual 5 velocidades,205/60/R16,discos ventilados - discos sólidos,McPherson,barra de torsión,4314 mm,1809 mm,N/D,1624 mm,2585 mm,N/D,48 l,1230 kg,N/D,N/D,,,,,,,,,,manual,sí,con ajuste manual,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,delanteros,sí,eléctrica,aleación,no tiene,con ajuste en altura,,,sí,sí,conductor y acompañante,inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,AM - FM con lector MP3,4,sí,sí,,control de frenado en curva,,sí,,,,,,,,sí,,,,,,,sí,,,,,,,,,,,,,,,,,,,,,
MG ZX 6 TROPHY 1.3T AT 2024,MG,ZX 6 TROPHY,1.3T,,AT,2024,https://www.autocosmos.cl/catalogo/2024/mg/6/15l-com/177715,bencina,1490 cc,166/5500 cv/rpm,250/1700-4300 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,"11,3 km/l","17,7 km/l","14,7 km/l",210 km/h,delantero - delantera,manual 6 velocidades,205/55/R16,discos ventilados - discos sólidos,McPherson,Independiente Multi-Link,4695 mm,1848 mm,N/D,1462 mm,2715 mm,424/1170 dm3,50 l,1320 kg,N/D,N/D,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,no tiene,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,conductor y acompañante,no tiene,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,"táctil de 8""","asistente para arranque en pendientes, control de frenado en curva",sí,sí,sí,,con botón,sí,trasera,sí,,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG ZX COM 1.5L 2024,MG,ZX COM,1.5L,,,2024,https://www.autocosmos.cl/catalogo/2024/mg/zx/15l--com/177725,bencina,1500 cc,112/6000 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,"11,1 km/l","18,1 km/l","14,7 km/l",175 km/h,delantero - delantera,manual 5 velocidades,215/55/R17,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión y barra estabilizadora,4323 mm,1809 mm,N/D,1653 mm,2585 mm,448 dm3,45 l,1258 kg,N/D,N/D,,,,,,,,,,climatizador,sí,con ajuste manual,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,delanteros,sí,eléctrica,acero,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",4,sí,sí,"táctil de 10""","asistente para arranque en pendientes, control de frenado en curva, indicador de presión de neumáticos",sí,sí,sí,,con botón,sí,trasera,sí,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG ZX DLX 1.5L CVT 2024,MG,ZX DLX,1.5L,,CVT,2024,https://www.autocosmos.cl/catalogo/2024/mg/zx/15l-dlx/177726,bencina,1500 cc,112/6000 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,"11,1 km/l","18,1 km/l","14,7 km/l",175 km/h,delantero - delantera,manual 5 velocidades,215/55/R17,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión y barra estabilizadora,4323 mm,1809 mm,N/D,1653 mm,2585 mm,448 dm3,45 l,1258 kg,N/D,N/D,,,,,,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,delanteros,sí,eléctrica,acero,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",4,sí,sí,"táctil de 10""","asistente para arranque en pendientes, control de frenado en curva, indicador de presión de neumáticos",sí,sí,sí,sí,con botón,sí,trasera,sí,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG ZX DLX 1.5L 2024,MG,ZX DLX,1.5L,,,2024,https://www.autocosmos.cl/catalogo/2024/mg/zx/15l-dlx/177726,bencina,1500 cc,112/6000 cv/rpm,150/4500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,"11,1 km/l","18,1 km/l","14,7 km/l",175 km/h,delantero - delantera,manual 5 velocidades,215/55/R17,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión y barra estabilizadora,4323 mm,1809 mm,N/D,1653 mm,2585 mm,448 dm3,45 l,1258 kg,N/D,N/D,,,,,,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,delanteros,sí,eléctrica,acero,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",4,sí,sí,"táctil de 10""","asistente para arranque en pendientes, control de frenado en curva, indicador de presión de neumáticos",sí,sí,sí,sí,con botón,sí,trasera,sí,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI ASX GL 1.6L 4X2 MT 2024,MITSUBISHI,ASX GL,1.6L,4X2,MT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/asx/16l-gl-4x2/177758,bencina,1590 cc,115/6100 cv/rpm,154/4000 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,manual 5 velocidades,215/65/R16,discos ventilados - discos sólidos,McPherson con barra estabilizadora,Multi-link,4355 mm,1810 mm,N/D,1630 mm,2670 mm,N/D,63 l,1335 kg,N/D,195 mm,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",traseros,sí,eléctrica,aleación,no tiene,con ajuste en altura,,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,AM - FM y CD con lector de Mp3,4,sí,sí,táctil de 7'',,sí,sí,sí,,,,trasera,,sí,sí,,,,,,,sí,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI ASX GLS 1.6L 4X2 MT 2024,MITSUBISHI,ASX GLS,1.6L,4X2,MT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/asx/16l-gl-4x2/177758,bencina,1590 cc,115/6100 cv/rpm,154/4000 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,manual 5 velocidades,215/65/R16,discos ventilados - discos sólidos,McPherson con barra estabilizadora,Multi-link,4355 mm,1810 mm,N/D,1630 mm,2670 mm,N/D,63 l,1335 kg,N/D,195 mm,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",traseros,sí,eléctrica,aleación,no tiene,con ajuste en altura,,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,AM - FM y CD con lector de Mp3,4,sí,sí,táctil de 7'',,sí,sí,sí,,,,trasera,,sí,sí,,,,,,,sí,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI ASX GLS 2.0L 4X2 AT 2024,MITSUBISHI,ASX GLS,2.0L,4X2,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/asx/20l-gls-4x2-aut/177760,bencina,1998 cc,148/6000 cv/rpm,197/4200 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT,225/55/R18,discos ventilados - discos sólidos,McPherson con barra estabilizadora,Multi-link,4355 mm,1810 mm,N/D,1640 mm,2670 mm,N/D,63 l,1375 kg,N/D,205 mm,,,,,,,,,,manual,sí,"calefaccionables, con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción revestido en símil cuero",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",4,sí,sí,"táctil de 8""",,sí,sí,sí,,con botón,,trasera,,sí,sí,,,,,,,sí,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI ECLIPSE CROSS RS 1.5 4X2 AT 2024,MITSUBISHI,ECLIPSE CROSS RS,1.5,4X2,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/eclipse-cross/15l-rx-4x2/177756,bencina,1449 cc,147/5500 cv/rpm,250/2000-3500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT,225/55/R18,discos ventilados - discos sólidos,McPherson con barra estabilizadora,Multi-link,4545 mm,1805 mm,N/D,1685 mm,2670 mm,N/D,60 l,1480 kg,N/D,180 mm,,,,,,,,,,climatizador,sí,con ajuste manual,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, con luces led","delanteros, no tiene",sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',asistente para arranque en pendientes,sí,sí,sí,,,,trasera,,,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI ECLIPSE CROSS RX 1.5 4X2 AT 2024,MITSUBISHI,ECLIPSE CROSS RX,1.5,4X2,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/eclipse-cross/15l-rx-4x2/177756,bencina,1449 cc,147/5500 cv/rpm,250/2000-3500 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT,225/55/R18,discos ventilados - discos sólidos,McPherson con barra estabilizadora,Multi-link,4545 mm,1805 mm,N/D,1685 mm,2670 mm,N/D,60 l,1480 kg,N/D,180 mm,,,,,,,,,,climatizador,sí,con ajuste manual,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, con luces led","delanteros, no tiene",sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',asistente para arranque en pendientes,sí,sí,sí,,,,trasera,,,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI MONTERO SPORT 3.0 2WD AT 2024,MITSUBISHI,MONTERO SPORT,3.0,2WD,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/montero-sport/24l-4x2/178287,diesel,2442 cc,178/3500 cv/rpm,430/2500 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,manual 6 velocidades,265/60/R18,discos ventilados - tambor,"Independiente, de doble brazo con resorte helicoidales",Resortes helicoidales,4825 mm,1815 mm,N/D,1835 mm,2800 mm,N/D,N/D,N/D,68 kg,N/D,,,,,,,,,,climatizador bizona,sí,con ajuste manual,2da. fila abatibles 60/40 y 3ra. fila 50/50,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,fijos,delanteros,sí,eléctrica,aleación,no tiene,multifunción,,traseros,sí,sí,"conductor y acompañante, de rodilla conductor",alarma e inmovilizador de motor,sí,"2da fila incerciales, 3ra fila inerciales (2) y central pélvico, delanteros 3 puntas",sí,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",6,sí,sí,,,sí,,,sí,,,trasera,,,sí,,,,sí,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI MONTERO SPORT 3.0 4WD AT 2024,MITSUBISHI,MONTERO SPORT,3.0,4WD,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/montero-sport/24l-4x2/178287,diesel,2442 cc,178/3500 cv/rpm,430/2500 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,manual 6 velocidades,265/60/R18,discos ventilados - tambor,"Independiente, de doble brazo con resorte helicoidales",Resortes helicoidales,4825 mm,1815 mm,N/D,1835 mm,2800 mm,N/D,N/D,N/D,68 kg,N/D,,,,,,,,,,climatizador bizona,sí,con ajuste manual,2da. fila abatibles 60/40 y 3ra. fila 50/50,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,fijos,delanteros,sí,eléctrica,aleación,no tiene,multifunción,,traseros,sí,sí,"conductor y acompañante, de rodilla conductor",alarma e inmovilizador de motor,sí,"2da fila incerciales, 3ra fila inerciales (2) y central pélvico, delanteros 3 puntas",sí,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",6,sí,sí,,,sí,,,sí,,,trasera,,,sí,,,,sí,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI MONTERO SPORT LIMITED 3.0 4WD AT 2024,MITSUBISHI,MONTERO SPORT LIMITED,3.0,4WD,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/montero-sport/24l-4x2/178287,diesel,2442 cc,178/3500 cv/rpm,430/2500 N·m/rpm,inyección directa turbo diesel,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,manual 6 velocidades,265/60/R18,discos ventilados - tambor,"Independiente, de doble brazo con resorte helicoidales",Resortes helicoidales,4825 mm,1815 mm,N/D,1835 mm,2800 mm,N/D,N/D,N/D,68 kg,N/D,,,,,,,,,,climatizador bizona,sí,con ajuste manual,2da. fila abatibles 60/40 y 3ra. fila 50/50,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,fijos,delanteros,sí,eléctrica,aleación,no tiene,multifunción,,traseros,sí,sí,"conductor y acompañante, de rodilla conductor",alarma e inmovilizador de motor,sí,"2da fila incerciales, 3ra fila inerciales (2) y central pélvico, delanteros 3 puntas",sí,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",6,sí,sí,,,sí,,,sí,,,trasera,,,sí,,,,sí,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI OUTLANDER GL 4X2 AT 2024,MITSUBISHI,OUTLANDER GL,,4X2,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/outlander/25l-gl-4x2-5-pas/177768,bencina,2488 cc,181/6000 cv/rpm,245/3600 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,235/60/R18,discos ventilados - discos ventilados,McPherson con barra estabilizadora,Multi-link,4710 mm,1862 mm,N/D,1745 mm,2706 mm,N/D,55 l,1570 kg,N/D,205 mm,N/D,,,,,,,,,climatizador bizona,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led",N/D,sí,hidráulica,acero con tapas,no tiene,multifunción,,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,,,"táctil de 8""","asistente para arranque en pendientes, control de descenso en pendientes",N/D,sí,sí,sí,,sí,trasera,,sí,,,,,,,,sí,,,,,,,,,,,,,,revestida en cuero,,,,,,,
MITSUBISHI OUTLANDER GLS 4X4 AT 2024,MITSUBISHI,OUTLANDER GLS,,4X4,AT,2024,https://www.autocosmos.cl/catalogo/2024/mitsubishi/outlander/25l-gls-4x4-7-pas/177770,bencina,2488 cc,181/6000 cv/rpm,245/3600 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - integral,automática CVT - 8 velocidades,225/45/R20,discos ventilados - discos ventilados,McPherson con barra estabilizadora,Multi-link,4710 mm,1862 mm,N/D,1745 mm,2706 mm,N/D,55 l,1690 kg,N/D,210 mm,N/D,,,,,,,,,climatizador bizona,sí,"calefaccionables, con ajuste eléctrico solo conductor, con ajuste en altura y lumbar para el conductor",2da. fila abatibles 60/40 y 3ra. fila 50/50,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación automática y lava faros",N/D,sí,hidráulica,acero con tapas,no tiene,multifunción revestido en cuero,,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,,,"táctil de 8""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, asistente para cambio de carril, control de descenso en pendientes, sistema de advertencia de salida de carril, sistema de alerta del punto ciego, sistema de alerta por cansancio",N/D,sí,sí,sí,,sí,trasera,,sí,,,,,,,,sí,,,,,,,,,,,,,,revestida en cuero,,,,,,,
